	N	D	A
2004	3070	1.0417806838389785	-1.2758119
2005	3070	1.0407410784752171	-0.02396512
2006	3070	1.0393441087676623	-2.5209541
2007	3070	1.0391681339014003	-1.8439003
2008	3070	1.036176561174952	-1.7889194
2009	3070	1.0280302785198527	-2.190734
2010	3070	1.0188416831953564	-0.9368746
2011	3070	1.0123739300338306	0.79414344
2012	3070	1.0082155085787852	0.6915307
2013	3070	1.0027873607810198	0.6029396
2014	3070	1.0019778763962162	0.5275686
2015	3070	1.0004861509914438	0.47137785
2016	3070	0.9989863036697679	0.49487972
2017	3070	0.9963006564800514	0.23403263
2018	3070	0.9889286632365026	0.07400441
2019	3070	0.9851655084041377	-0.14436483
2020	3070	0.9838199775036438	-0.5828347
2021	3070	0.9789657785004557	-0.6119447
2022	3070	0.976886567772933	-0.8063419
2023	3070	0.9756439144865618	-1.4708086
2024	3070	0.9713961519455685	-1.9342476
2025	3070	0.9689054307615566	-0.76995087
2026	3070	0.9653832261306876	-1.3321015
2027	3070	0.9586420351000466	1.3148949
2028	3070	0.9566467508472032	-1.6214933
2029	3070	0.955279561501631	-1.0100925
2030	3070	0.9538230310701117	-1.1924129
2031	3070	0.9529079617655505	-0.9291916
2032	3070	0.9494507324699164	-0.7393532
2033	3070	0.9431318811183047	-0.5504892
2034	3070	0.9374600758134077	-1.534026
2035	3070	0.9358032047649134	-1.9738178
2036	3070	0.9316420760042332	-1.2971356
2037	3070	0.9306051779461066	-0.9802871
2038	3070	0.9256481013287958	-0.43915176
2039	3070	0.9230220148630446	-0.49405766
2040	3070	0.9210619255834533	-1.2728999
2041	3070	0.9192128358348874	-2.0901766
2042	3070	0.9168520653213461	-1.5290539
2043	3070	0.914136637769646	-1.278067
2044	3070	0.9118760375645918	-0.9643364
2045	3070	0.9075118608813018	-1.2791793
2046	3070	0.9060905254230347	-0.655792
2047	3070	0.903597096933388	-0.8619704
2048	3070	0.9001913064448157	-1.3809428
2049	3070	0.8975273177001766	-1.1950166
2050	3070	0.8953208636078189	-0.87693167
2051	3070	0.8928978250646766	-0.9057579
2052	3070	0.8901553244566287	-1.6756834
2053	3070	0.8869011430836045	-1.3072467
2054	3070	0.8866331198257598	-2.1891775
2055	3070	0.8807582665982538	-2.2966814
2056	3070	0.8767379177305825	-1.7788968
2057	3070	0.8763074561346507	-1.5717258
2058	3070	0.8697963860829674	-1.2549088
2059	3070	0.8682207342035166	-0.98309565
2060	3070	0.8660305239449677	-1.2152958
2061	3070	0.8637997041018952	-1.3039285
2062	3070	0.8608514482656036	-1.3015485
2063	3070	0.8582334837167567	-1.2126563
2064	3070	0.8577840709813804	-1.2305893
2065	3070	0.853877428950371	-2.2572362
2066	3070	0.8355679209422493	-1.4326593
2067	3070	0.8292138746173849	-1.3489566
2068	3070	0.8256673042358029	-1.9307364
2069	3070	0.8244084071156239	-1.6624058
2070	3070	0.8234012894194795	-0.7807913
2071	3070	0.8187826260065183	2.5556233
2072	3070	0.8133815512651017	-1.897856
2073	3070	0.8098566393285984	-1.7372578
2074	3070	0.8092177151987863	-2.2808304
2075	3070	0.8056711448172043	-1.5677422
2076	3070	0.8046992220943125	-1.5043005
2077	3070	0.8022166228272058	-1.4190388
2078	3070	0.7981231767073949	-2.306566
2079	3070	0.779209939542715	-2.0328689
2080	3070	0.778619746914329	-2.0956001
2081	3070	0.7749513477791812	-2.2295666
2082	3070	0.7626249852239582	-2.1077962
2083	3070	0.7609491630360203	-2.6436145
2084	3070	0.7313908001153244	-2.0231977
2085	3070	0.7304351212262419	-1.9896115
2086	3070	0.7232607612940338	-1.7688941
2087	3070	0.7222428143753508	-2.1454794
2088	3070	0.7176079071285808	-2.4515293
2089	3070	0.715585549819389	1.3224733
2090	3070	0.6931257422731263	-1.5308894
2091	3070	0.6925734519236277	-1.6484808
2092	3070	0.6888617358983242	2.4206674
2093	3070	0.6842457797909978	3.1128824
2094	3070	0.6833361250977066	-1.5590327
2095	3070	0.6703681311070366	-1.7873337
2096	3070	0.6695992563067548	-1.4325261
2097	3070	0.6692879161587535	-1.8359258
2098	3070	0.6686489920289413	-2.9446008
2099	3070	0.6677122642793023	-1.9626038
2100	3070	0.6626793831042175	-1.6574109
2101	3070	0.6619781909448061	-1.9139458
2102	3070	0.6616533142686305	-2.4110835
2103	3070	0.6577926964334124	-2.8433619
2104	3070	0.645937405058643	-2.313191
2105	3070	0.6456937475515119	-1.5890566
2106	3070	0.6424097858165045	-1.4594593
2107	3070	0.6369491503511227	-1.613285
2108	3070	0.6340875282951437	-2.1570582
2109	3070	0.6334648479991412	-2.120542
2110	3070	0.6309037368686248	-1.4153066
2111	3070	0.627235337733477	-1.4331781
2112	3070	0.6264177314317685	-1.3740026
2113	3070	0.621631215069451	-1.2154348
2114	3070	0.617832865263833	-1.6955
2115	3070	0.6164467247788177	-3.0314689
2116	3070	0.6114815262446025	-1.7477208
2117	3070	0.6081488330081699	-0.17348266
2118	3070	0.5978367058452343	-1.60919
2119	3070	0.595167302489326	3.0170343
2120	3070	0.5947233043652198	-2.91258
2121	3070	0.5922867292939036	-2.0180647
2122	3070	0.5884179895417812	-2.375462
2123	3070	0.581804041875976	-1.9998226
2124	3070	0.579987439795028	-2.6741142
2125	3070	0.5786067139212827	-2.2636316
2126	3070	0.5774913039997469	2.2536204
2127	3070	0.5769119405939009	-2.0600548
2128	3070	0.5745484627747244	-2.3779547
2129	3070	0.5692502656474301	3.0668871
2130	3070	0.5677720767708312	2.5180042
2131	3070	0.5659527673842493	-1.6061205
2132	3070	0.5635243142298378	-1.9551747
2133	3070	0.5597828178425504	-1.6166363
2134	3070	0.5592982101339223	-2.0640779
2135	3070	0.555510689550843	-0.6783428
2136	3070	0.5439613237128067	-3.1151795
2137	3070	0.5064543114483517	-1.5641929
2138	3070	0.5056719001198955	-2.1779284
2139	3070	0.5030458136541438	-0.34734488
2140	3070	0.4945421666552514	0.89608884
2141	3070	0.49264434540526025	3.0264823
2142	3070	0.4865447858100662	-2.9289649
2143	3070	0.4814983681068079	-2.1442688
2144	3070	0.471611287928535	-2.213561
2145	3070	0.4706366579000085	-2.2013276
2146	3070	0.4675097198918201	-2.535354
2147	3070	0.46478075581194656	-2.3081017
2148	3070	0.45912519434085874	-1.7774258
2149	3070	0.45674817999350825	-2.1546786
2150	3070	0.45436304372925385	-2.559906
2151	3070	0.45098703360266423	-2.3342874
2152	3070	0.44856399505952194	-2.3507533
2153	3070	0.44816872843684186	-2.008709
2154	3070	0.44662014961373897	-1.9216216
2155	3070	0.4156973046531065	2.9045904
2156	3070	0.40491952092098593	-2.3525035
2157	3070	0.40434286482077475	-2.385951
2158	3070	0.40032522325873865	-2.4589424
2159	3070	0.39708187110825355	-2.7029574
2160	3070	0.39333496010969693	-2.2396994
2161	3070	0.3914073584977227	-2.332028
2162	3070	0.39052748416641414	-2.9334455
2163	3070	0.3877200082231309	-2.6233149
2164	3070	0.38552709065894675	-1.9266523
2165	3070	0.3799202606892855	-1.817674
2166	3070	0.3695702312474629	1.3576071
2167	3070	0.36861725966401515	-3.0342355
2168	3070	0.3672581922353477	-0.29936218
2169	3070	0.36581249102636715	-2.5791469
2170	3070	0.35983205287910414	-2.0124364
2171	3070	0.35567633872969306	-2.5776875
2172	3070	0.3552377552168564	-2.8492038
2173	3070	0.35095479770260996	-1.5875381
2174	3070	0.3467801324137554	-1.4116468
2175	3070	0.3432714643110608	-2.074772
2176	3070	0.34156315445550467	-1.9783198
2177	3070	0.33806531557534925	-2.231052
2178	3070	0.3377648046498871	-2.5562427
2179	3070	0.3347380369501858	-2.1339772
2180	3070	0.33192243908999863	-2.5048747
2181	3070	0.3280266262815279	-2.4842882
2182	3070	0.3264536817077124	-2.2046404
2183	3070	0.31979100254048065	-1.7574637
2184	3070	0.30635735198062575	-2.3982267
2185	3070	0.3057969397142233	-2.631053
2186	3070	0.30211229674526674	-2.0768285
2187	3070	0.2991938212709577	-1.7298121
2188	3070	0.29533591074137444	-2.089448
2189	3070	0.29431254921142136	-2.3565068
2190	3070	0.29337311415614753	-1.9579705
2191	3070	0.28835918412050665	-2.2356448
2192	3070	0.2869188975227952	-2.405086
2193	3070	0.28578453646181634	-2.653869
2194	3070	0.2846934922909936	-2.5959067
2195	3070	0.2813310186925775	-2.8637686
2196	3070	0.2797066353117006	-2.5947871
2197	3070	0.27647952699502465	-3.0699718
2198	3070	0.2761573576244838	2.9444826
2199	3070	0.27359083188269784	3.0858438
2200	3070	0.2707616974943363	-1.9622059
2201	3070	0.26423438360884477	-2.376914
2202	3070	0.26139171269230976	-2.073918
2203	3070	0.261023519125978	-2.8526707
2204	3070	0.24571099845557498	-2.724059
2205	3070	0.24280605950943945	0.9787061
2206	3070	0.2330435153903676	-0.051947117
2207	3070	0.22389823695602873	-2.7772014
2208	3070	0.2235787748911231	2.9435642
2209	3070	0.21642065879272376	-2.8816278
2210	3070	0.2155326625445113	-2.4519491
2211	3070	0.21127407078097793	-2.49644
2212	3070	0.20749737942043867	-2.0747728
2213	3070	0.2055941435591775	-2.8665037
2214	3070	0.20128411298858317	2.6763365
2215	3070	0.20062894502496276	-2.5238895
2216	3070	0.18925013944191793	3.1395814
2217	3070	0.1885516545881405	3.1005933
2218	3070	0.1829854342030015	3.0225227
2219	3070	0.1811092713980882	-2.567607
2220	3070	0.18054344452041615	2.6521618
2221	3070	0.17809604022656123	1.2242596
2222	3070	0.17448178720410912	-1.9480939
2223	3070	0.1725027467850735	-2.3066385
2224	3070	0.1704993406153248	-2.4752326
2225	3070	0.16801674134821765	-2.7430837
2226	3070	0.16618389543346135	-3.1121626
2227	3070	0.16281059261250608	-2.5293508
2228	3070	0.15789683288535272	-2.7153661
2229	3070	0.15606398697059598	-2.796608
2230	3070	0.1534839247006361	2.935777
2231	3070	0.15172417603801902	2.509339
2232	3070	0.1500781342120634	2.5874374
2233	3070	0.14966662375557505	2.8426688
2234	3070	0.14897355351306718	1.7186773
2235	3070	0.14262762910510673	-3.123496
2236	3070	0.1422702647613141	2.1239803
2237	3070	0.1357077559025699	-3.0166287
2238	3070	0.1326512078408859	-2.9035478
2239	3070	0.13182547962227353	-2.7573764
2240	3070	0.1270227194261464	-2.7091076
2241	3070	0.12646230715974394	-3.0523162
2242	3070	0.1251411420099635	-2.658095
2243	3070	0.12316480889656312	2.5919893
2244	3070	0.11565474306564072	-2.8138855
2245	3070	0.1118618078712923	2.9991338
2246	3070	0.10748138735419355	2.4035575
2247	3070	0.08466692276977295	-2.730032
2248	3070	0.08433663148232773	0.7881808
2249	3070	0.08233593261821381	-2.921686
2250	3070	0.07969089501301863	-2.9187107
2251	3070	0.07932540875232164	-2.8553395
2252	3070	0.07659644467244764	2.6397731
2253	3070	0.07499642704228382	-1.8220412
2254	3070	0.06870464874701909	1.6697881
2255	3070	0.06577805135580572	1.6192124
2256	3070	0.06381525477057881	2.371853
2257	3070	0.06243994350810267	-3.0111425
2258	3070	0.059077469909686986	2.9331033
2259	3070	0.05662735831019727	3.1322944
2260	3070	0.0544371480516479	-2.833376
2261	3070	0.05286961808910151	-3.1152983
2262	3070	0.052146767484611	-2.0665007
2263	3070	0.04778800541259054	-3.0613484
2264	3070	0.04733588537157951	2.773753
2265	3070	0.04513755319612578	2.5146515
2266	3070	0.03990162409843112	3.094467
2267	3070	0.03956862550535156	-2.362813
2268	3070	0.036958782873409035	2.8670304
2269	3070	0.032058559674429166	-2.8484745
2270	3070	0.03018239686951585	1.6927125
2271	3070	0.028920792443701604	2.6038902
2272	3070	0.028563428099908528	3.1021402
2273	3070	0.026676436072456067	-1.9853046
2274	3070	0.025144101083161896	-2.9834607
2275	3070	0.018535568028626326	2.8519933
2276	3070	0.005161478192737157	-2.4728234
2277	3070	0.0007945942038123377	2.4471147
2278	3070	-0.0012764946068060112	-2.81116
2279	3070	-0.0041624824134980365	2.2117922
2280	3070	-0.021310556304291683	3.006336
2281	3070	-0.04678088771644662	2.9218519
2282	3070	-0.06992022897704242	-2.0461621
2283	3070	-0.07387830981511323	1.2770951
2284	3070	-0.08484560494166926	3.0111868
2285	3070	-0.08550077290529012	-2.7450204
2286	3070	-0.08683276727760925	2.2231972
2287	3070	-0.08947239027153442	0.9858868
2288	3070	-0.09128357774121287	1.3992498
2289	3070	-0.09353064141809275	0.6481967
2290	3070	-0.09615943518947923	2.0067503
2291	3070	-0.09719633324760579	2.527552
2292	3070	-0.10302786958495469	3.0001695
2293	3070	-0.10658256188344106	2.0813138
2294	3070	-0.11285538903926229	-2.8264258
2295	3070	-0.11958304354172844	2.5872166
2296	3070	-0.12155125473822492	3.0966952
2297	3070	-0.12270456693864773	-1.8613553
2298	3070	-0.12448326674070831	-2.6499636
2299	3070	-0.1277022531404799	-2.7076797
2300	3070	-0.1334336191693417	-2.2968302
2301	3070	-0.1380522825823025	-3.0831022
2302	3070	-0.13940864270533515	3.068442
2303	3070	-0.14093285577772496	1.7991908
2304	3070	-0.14189936388934665	-2.4599907
2305	3070	-0.1426438729389159	-2.670436
2306	3070	-0.14302018842215203	-2.837154
2307	3070	-0.14376469747172083	2.8141744
2308	3070	-0.14402459881266116	1.615493
2309	3070	-0.1453809589356938	-2.1935549
2310	3070	-0.15313738957938217	-2.5739133
2311	3070	-0.15483757751803395	2.3027909
2312	3070	-0.15789683288535272	2.7517626
2313	3070	-0.15945894823662954	2.9917624
2314	3070	-0.1627889341674278	2.5536458
2315	3070	-0.16863942164422063	-2.2923799
2316	3070	-0.17218599202580265	-2.7020817
2317	3070	-0.17425978814205578	2.8327568
2318	3070	-0.1809630768938093	2.3879507
2319	3070	-0.1948677986341183	-0.4840045
2320	3070	-0.19670876646577895	2.313143
2321	3070	-0.19984653369650696	2.9063485
2322	3070	-0.20451934322216347	2.0848067
2323	3070	-0.2316221799321001	3.0967557
2324	3070	-0.2346949718275928	-2.9680958
2325	3070	-0.23772173952729414	-1.1175776
2326	3070	-0.2406564588354123	2.509484
2327	3070	-0.24811508585927333	2.5166085
2328	3070	-0.2553354699872723	1.3943174
2329	3070	-0.259326038492961	2.1918743
2330	3070	-0.2623067819968705	-2.9514318
2331	3070	-0.26979518938271463	-1.9656345
2332	3070	-0.2764280881879633	2.857247
2333	3070	-0.2796822695609871	3.123658
2334	3070	-0.2817560656772402	-2.742223
2335	3070	-0.2838000814315107	2.9755628
2336	3070	-0.28658860623535	-3.040479
2337	3070	-0.287877283717513	3.1228278
2338	3070	-0.28979947071821766	2.7749612
2339	3070	-0.2906928815777001	2.7135656
2340	3070	-0.29209255859088934	2.748378
2341	3070	-0.2977291689225332	1.8309491
2342	3070	-0.30087505807016557	2.002557
2343	3070	-0.3095140703507977	-2.4632344
2344	3070	-0.32133416675231397	2.8263643
2345	3070	-0.3296753754131183	2.6859381
2346	3070	-0.33263446047195	-3.1122053
2347	3070	-0.33747241564132935	-3.121139
2348	3070	-0.34234285847832613	-0.37964964
2349	3070	-0.34319836705892115	2.0602353
2350	3070	-0.34439770345513576	2.117934
2351	3070	-0.34856424682708553	2.4267247
2352	3070	-0.37894563066075904	2.600808
2353	3070	-0.38577616277734794	-2.7889338
2354	3070	-0.3904462649973701	2.880504
2355	3070	-0.3932050094392263	2.6606762
2356	3070	-0.3943041755269534	2.9507663
2357	3070	-0.394975587324383	3.114228
2358	3070	-0.4012348779520294	2.5027711
2359	3070	-0.4048870332533685	2.5568979
2360	3070	-0.40504134967455174	2.7696264
2361	3070	-0.41675856846194614	-2.1911318
2362	3070	-0.4241089032604157	2.2494915
2363	3070	-0.4265021614415745	2.0187442
2364	3070	-0.4286680059494108	-3.070163
2365	3070	-0.4295587095032589	2.3254669
2366	3070	-0.4306714121191595	1.7793868
2367	3070	-0.4327181351790652	2.051873
2368	3070	-0.43290223196223065	3.0255601
2369	3070	-0.4355012453716345	-3.021564
2370	3070	-0.4407019794960765	2.6258204
2371	3070	-0.444348720186146	2.9656184
2372	3070	-0.4483528252200082	-1.2636429
2373	3070	-0.46061421243999634	2.62194
2374	3070	-0.4657147762559508	-2.7205331
2375	3070	-0.46955915025736017	-2.949108
2376	3070	-0.4708586569620623	3.1262972
2377	3070	-0.47593485502730326	2.3983572
2378	3070	-0.47698528961360376	2.8403494
2379	3070	-0.4795193276877723	1.5249755
2380	3070	-0.479868570114661	2.622934
2381	3070	-0.4810841503446839	2.6034315
2382	3070	-0.481603953026565	2.6330912
2383	3070	-0.48486625631649316	2.0226586
2384	3070	-0.48838575364172687	2.5016234
2385	3070	-0.49200271396981377	2.4942453
2386	3070	-0.49256854084748625	-0.39050126
2387	3070	-0.49286634446731314	2.3962743
2388	3070	-0.49316414808714093	1.2245505
2389	3070	-0.4969624978927589	2.3755214
2390	3070	-0.4975905928000315	2.4050071
2391	3070	-0.5063054096384376	2.6196935
2392	3070	-0.5158946861968832	2.8439372
2393	3070	-0.5236944337307281	2.5865314
2394	3070	-0.5332891249004428	1.21401
2395	3070	-0.5406719473665298	2.8335307
2396	3070	-0.5430597909364194	2.8800743
2397	3070	-0.549549202543024	2.56342
2398	3070	-0.5510192695027181	2.683492
2399	3070	-0.5528737738625527	-2.6987884
2400	3070	-0.5549259115337275	2.1861293
2401	3070	-0.5572298286289388	1.4800928
2402	3070	-0.5581124102658821	3.1359842
2403	3070	-0.5642444575286931	2.45912
2404	3070	-0.5700705792547729	2.4056995
2405	3070	-0.571654353051128	1.46613
2406	3070	-0.5778811560111579	-2.329881
2407	3070	-0.5782114472986022	1.3851268
2408	3070	-0.5825810385931622	2.1833832
2409	3070	-0.5867692404101903	1.6780083
2410	3070	-0.5896823012732302	0.54884243
2411	3070	-0.5920268279529632	0.00033712387
2412	3070	-0.5960011526248432	1.8874733
2413	3070	-0.5966915155617158	2.3977792
2414	3070	-0.6012641547788853	0.2611959
2415	3070	-0.6038794120220974	1.6937563
2416	3070	-0.6318350500069942	0.5250735
2417	3070	-0.6324550229973624	-2.138888
2418	3070	-0.6347129158967819	1.8566706
2419	3070	-0.6359420326549787	1.374562
2420	3070	-0.6506724826139005	-2.3540943
2421	3070	-0.6760507656344723	2.9416597
2422	3070	-0.6927169391222727	1.310569
2423	3070	-0.7047644491971119	-2.7026954
2424	3070	-0.7084328483322597	1.5704544
2425	3070	-0.7245250730254829	2.3187644
2426	3070	-0.7302347806092668	2.4192765
2427	3070	-0.7332344752526199	2.8290288
2428	3070	-0.7381726007304867	2.8030994
2429	3070	-0.7401110315650001	2.6711662
2430	3070	-0.7426044600546464	1.7946508
2431	3070	-0.7429076782857438	1.5804532
2432	3070	-0.7455283501402254	1.9455435
2433	3070	-0.7461970546320202	2.4030092
2434	3070	-0.7468549299012754	2.5699952
2435	3070	-0.751822835741125	1.7548769
2436	3070	-0.7531088059176527	2.5830443
2437	3070	-0.7532143908374094	2.9892666
2438	3070	-0.7592760481537164	2.8791254
2439	3070	-0.767776987846974	3.0718906
2440	3070	-0.7691522991094502	1.8326709
2441	3070	-0.7721790668091515	2.7803872
2442	3070	-0.7766461211065634	2.6306388
2443	3070	-0.7798975951739529	2.1968133
2444	3070	-0.7834766532231523	2.1210282
2445	3070	-0.7851118658265688	2.595373
2446	3070	-0.7855666931732141	1.3438003
2447	3070	-0.7865711035637233	1.4012735
2448	3070	-0.7872695884175007	1.8162849
2449	3070	-0.7889210448547259	0.47661042
2450	3070	-0.7931417343393719	0.77369595
2451	3070	-0.7956189189952099	2.2486403
2452	3070	-0.7967776458069018	0.87012124
2453	3070	-0.8168658536170836	-1.5414015
2454	3070	-0.8193213798278429	2.0896904
2455	3070	-0.8212922983299742	1.7563088
2456	3070	-0.8239968966591342	2.0210164
2457	3070	-0.8278872948563354	2.3958862
2458	3070	-0.8316179620210833	2.2223856
2459	3070	-0.8345120717446797	2.4142501
2460	3070	-0.8372139627682058	2.5414808
2461	3070	-0.8385838594194119	1.9858925
2462	3070	-0.8560189077074942	2.074587
2463	3070	-0.8567715386739669	2.205279
2464	3070	-0.8618721024899219	2.105695
2465	3070	-0.8675953466018793	2.0889404
2466	3070	-0.8679743693907502	1.7832067
2467	3070	-0.8683425629570825	3.036999
2468	3070	-0.8686160008261967	1.5667183
2469	3070	-0.8697476545815412	2.6069653
2470	3070	-0.8740197828732486	0.7826817
2471	3070	-0.8780022294620324	2.4477365
2472	3070	-0.8796049543978315	2.3987987
2473	3070	-0.8817356039324151	2.310715
2474	3070	-0.883749839324703	2.1319644
2475	3070	-0.8866168759919515	2.56575
2476	3070	-0.8881410890643409	2.083542
2477	3070	-0.8924673634687443	2.713349
2478	3070	-0.8944220381370664	1.5030224
2479	3070	-0.8959462512094563	2.9387662
2480	3070	-0.8967530282886251	2.1803405
2481	3070	-0.8983395093906155	1.885144
2482	3070	-0.9045608977393753	-3.1004255
2483	3070	-0.907709494192642	2.6077473
2484	3070	-0.9101325327357839	1.5673983
2485	3070	-0.9115132586095296	1.8550613
2486	3070	-0.9134598113609473	1.6967714
2487	3070	-0.9138956875681492	2.16726
2488	3070	-0.9168195776537282	2.3901446
2489	3070	-0.9177400615695586	1.3869135
2490	3070	-0.9212081200877313	1.9922988
2491	3070	-0.9305239587770626	0.9345238
2492	3070	-0.931601466419711	1.4187686
2493	3070	-0.9381937556404378	0.56441116
2494	3070	-0.9410662069189555	1.8745906
2495	3070	-0.9422249337306483	1.4385006
2496	3070	-0.944593826161094	1.7625206
2497	3070	-0.9574806009827199	2.4444273
2498	3070	-0.9633473322933215	2.0511367
2499	3070	-0.9701859863268143	1.3081925
2500	3070	-0.9822795205974453	0.9743011
2501	3070	-1.004205988933653	-1.1969557
2502	3070	-1.010029403354098	2.1779869
2503	3070	-1.0105844010092309	2.609131
2504	3070	-1.0148917242741904	1.685827
2505	3070	-1.0161939382845269	1.8078554
2506	3070	-1.0175123961286725	2.1591175
2507	3070	-1.022122937624729	1.9881318
2508	3070	-1.025304021745613	1.4213512
2509	3070	-1.0279463520451735	1.7149951
2510	3070	-1.0309812416617796	1.3224256
2511	3070	-1.0396716927494722	0.7578509
2512	3070	-1.0444690383343298	1.21752
2513	3070	-1.0464751518097128	0.71796703
2514	3070	-1.0471573928296816	-0.20853138
2515	3070	-1.050749987407055	1.0919683
2516	3070	-1.0552305782326412	0.44763827
2517	3070	-1.0556014791046082	0.48068547
2518	3070	-1.0590343426495288	0.8162341
2519	3070	-1.0712794860357082	1.8774545
2520	3070	-1.0754027125175014	1.5247629
2521	3070	-1.0776010446929556	2.2380269
2522	3070	-1.0843476503348657	1.676091
2523	3070	-1.0890718986675836	0.1854186
2524	3070	-1.0905013560427554	-0.450145
2525	3070	-1.0913081331219243	-0.8099997
2526	3070	-1.093168052093029	2.264455
2527	3070	-1.0943728031005127	1.9742548
2528	3070	-1.094784313557002	-1.3222371
2529	3070	-1.0965603060534272	0.8110566
2530	3070	-1.1020994533822188	2.3653634
2531	3070	-1.1037563244307136	2.5983217
2532	3070	-1.109858591331542	1.9572451
2533	3070	-1.1115100477687672	1.4383633
2534	3070	-1.1137489895287431	1.1531513
2535	3070	-1.1149591551474969	1.4403427
2536	3070	-1.1166647576974178	1.8464043
2537	3070	-1.1172197553525507	1.4944503
2538	3070	-1.1216299562316325	1.844147
2539	3070	-1.1234628021463888	1.786916
2540	3070	-1.128912608389232	-0.418885
2541	3070	-1.129226655842868	0.038192987
2542	3070	-1.1319366687832986	-2.7492142
2543	3070	-1.1344138534391361	0.49730158
2544	3070	-1.1354263857465496	1.1632464
2545	3070	-1.136980379180922	0.33965182
2546	3070	-1.1511070999832844	-0.851737
2547	3070	-1.1553738136637217	0.027220726
2548	3070	-1.1571498061601475	-0.08197236
2549	3070	-1.1625671247353733	-1.542324
2550	3070	-1.1635823643484215	1.4930294
2551	3070	-1.1676785177738667	1.3737938
2552	3070	-1.1754972164471558	2.193815
2553	3070	-1.179081689107625	1.4360511
2554	3070	-1.1797368570712454	0.67302656
2555	3070	-1.1815886541254457	0.84505415
2556	3070	-1.1876530187473868	0.80457044
2557	3070	-1.1888929647281234	2.4220989
2558	3070	-1.1891772318197766	1.4099362
2559	3070	-1.2050122624776949	0.9025538
2560	3070	-1.2056566012187762	0.89003587
2561	3070	-1.2065391828557195	1.0390007
2562	3070	-1.2117913557872224	1.6226971
2563	3070	-1.2183592792572362	2.3354614
2564	3070	-1.2211153163934576	-0.52368927
2565	3070	-1.2218950204162786	0.09528041
2566	3070	-1.2281137014594037	-2.030956
2567	3070	-1.2345841619265647	0.4121914
2568	3070	-1.2377435876023706	0.30624294
2569	3070	-1.2621959720958427	-0.40981174
2570	3070	-1.2689073827645003	0.5945642
2571	3070	-1.2697493548169216	1.2473361
2572	3070	-1.2735937288183312	0.9935415
2573	3070	-1.2738238497972887	1.3844497
2574	3070	-1.277481419709897	0.3858788
2575	3070	-1.2809169905604527	0.9518697
2576	3070	-1.2846097554463134	-0.20467019
2577	3070	-1.2937333754355735	-0.0037415028
2578	3070	-1.2975967005764268	-0.33165002
2579	3070	-1.298904329198033	1.0075157
2580	3070	-1.3027703616445208	0.3129568
2581	3070	-1.3055209841694728	0.07095599
2582	3070	-1.3058052512611262	0.78130054
2583	3070	-1.3076083168139	0.96914744
2584	3070	-1.3090431888003413	1.0120847
2585	3070	-1.3101423548880684	-0.9287069
2586	3070	-1.3109762050235856	0.32062674
2587	3070	-1.312042883443695	-3.071037
2588	3070	-1.3133559266765704	-0.5327728
2589	3070	-1.3146067018798462	2.3140166
2590	3070	-1.3180720530923842	1.4092104
2591	3070	-1.323243006854843	1.3777754
2592	3070	-1.3298407106868393	-0.17606449
2593	3070	-1.3335199390445265	0.27582932
2594	3070	-1.3379572129799562	-1.8341713
2595	3070	-1.3454537422827044	1.5605023
2596	3070	-1.3488162158811203	0.41677547
2597	3070	-1.3524900296275375	0.5188801
2598	3070	-1.3675832585415217	-2.407699
2599	3070	-1.3707724645793107	0.81377864
2600	3070	-1.380280521968712	-2.9143367
2601	3070	-1.38493708766056	0.54233193
2602	3070	-1.3858440350482164	1.5504997
2603	3070	-1.3894393369312248	1.1783187
2604	3070	-1.416915781818763	0.84723926
2605	3070	-1.4237571431578908	-1.79176
2606	3070	-1.4291555105936729	0.014600515
2607	3070	-1.4293314854599344	0.69363546
2608	3070	-1.4347298528957162	0.8590796
2609	3070	-1.4358533847341564	1.2291162
2610	3070	-1.4374777681150337	0.5898566
2611	3070	-1.4421586995575948	0.12115741
2612	3070	-1.44407547194703	3.1360705
2613	3070	-1.446969581670626	1.3583505
2614	3070	-1.4492518403207586	-1.333969
2615	3070	-1.4506542246395826	0.4507029
2616	3070	-1.4565344924783583	-2.2576237
2617	3070	-1.4629480995271884	0.09367037
2618	3070	-1.4684791249390754	0.78824735
2619	3070	-1.4686767582504154	0.518533
2620	3070	-1.4713596981344976	0.5816853
2621	3070	-1.4774348919789784	0.79608655
2622	3070	-1.4774755015635004	0.13257217
2623	3070	-1.4788318616865328	0.72859573
2624	3070	-1.4817909467453643	1.4596255
2625	3070	-1.4828765763049172	1.1163261
2626	3070	-1.4905544950851968	0.69423056
2627	3070	-1.4946479412050073	0.24439335
2628	3070	-1.495947447909709	-0.012796402
2629	3070	-1.496713615404356	-1.1970564
2630	3070	-1.4976557577652652	-0.4852271
2631	3070	-1.5057126993344159	0.687062
2632	3070	-1.5071881809053795	0.41288376
2633	3070	-1.5081276159606536	-0.05297208
2634	3070	-1.5123645492791082	0.81003284
2635	3070	-1.5146413933179712	1.1065109
2636	3070	-1.5201209799227968	0.9466555
2637	3070	-1.5220946057305627	0.72979
2638	3070	-1.522435726240547	-1.2247378
2639	3070	-1.5249399839527327	1.1189163
2640	3070	-1.525611395750162	0.7417846
2641	3070	-1.5331674857768758	0.52280784
2642	3070	-1.5358233526046101	0.0292027
2643	3070	-1.5368629579683715	-2.2459278
2644	3070	-1.5377617834391235	-0.87518406
2645	3070	-1.5384629755985355	0.16025662
